TIME;PLC_HMI_CONF(Bitset16);W1_ETH_PLC_LifeB(Unsigned8);TSW_ETBA_DirTrainOpSTS(Unsigned8);TSW_ETBA_LifeWord(Unsigned32)
1419,008;0;197;2;14344
1419,136;0;197;2;14349
1419,264;0;197;2;14349
1419,392;0;197;2;14349
1419,520;0;198;2;14349
1419,648;0;198;2;14349
1419,776;0;198;2;14353
1419,904;0;198;2;14353
1420,032;0;198;2;14353
1420,160;0;198;2;14358
1420,288;0;198;2;14358
1420,416;0;198;2;14358
1420,544;0;199;2;14358
1420,672;0;199;2;14363
1420,800;0;199;2;14363
1420,928;0;199;2;14363
1421,056;0;199;2;14363
1421,184;0;199;2;14368
1421,312;0;199;2;14368
1421,440;0;199;2;14368
1421,568;0;200;2;14368
1421,696;0;200;2;14368
1421,824;0;200;2;14373
1421,952;0;200;2;14373
1422,080;0;200;2;14373
1422,208;0;200;2;14373
1422,336;0;200;2;14378
1422,464;0;200;2;14378
1422,592;0;201;2;14378
1422,720;0;201;2;14383
1422,848;0;201;2;14383
1422,976;0;201;2;14383
1423,104;0;201;2;14383
1423,232;0;201;2;14388
1423,360;0;201;2;14388
1423,488;0;201;2;14388
1423,616;0;202;2;14388
1423,744;0;202;2;14393
1423,872;0;202;2;14393
1424,000;0;202;2;14393
1424,128;0;202;2;14393
1424,256;0;202;2;14398
1424,384;0;202;2;14398
1424,512;0;202;2;14398
1424,640;0;203;2;14398
1424,768;0;203;2;14403
1424,896;0;203;2;14403
1425,024;0;203;2;14403
1425,152;0;203;2;14403
1425,280;0;203;2;14403
1425,408;0;203;2;14408
1425,536;0;203;2;14408
1425,664;0;204;2;14408
1425,792;0;204;2;14413
1425,920;0;204;2;14413
1426,048;0;204;2;14413
1426,176;0;204;2;14413
1426,304;0;204;2;14418
1426,432;0;204;2;14418
1426,560;0;204;2;14418
1426,688;0;205;2;14418
1426,816;0;205;2;14423
1426,944;0;205;2;14423
1427,072;0;205;2;14423
1427,200;0;205;2;14423
1427,328;0;205;2;14428
1427,456;0;205;2;14428
1427,584;0;205;2;14428
1427,712;0;206;2;14428
1427,840;0;206;2;14433
1427,968;0;206;2;14433
1428,096;0;206;2;14433
1428,224;0;206;2;14433
1428,352;0;206;2;14438
1428,480;0;206;2;14438
1428,608;0;206;2;14438
1428,736;0;207;2;14438
1428,864;0;207;2;14443
1428,992;0;207;2;14443
1429,120;0;207;2;14443
1429,248;0;207;2;14443
1429,376;0;207;2;14448
1429,504;0;207;2;14448
1429,632;0;207;2;14448
1429,760;0;208;2;14448
1429,888;0;208;2;14452
1430,016;0;208;2;14452
1430,144;0;208;2;14452
1430,272;0;208;2;14452
1430,400;0;208;2;14457
1430,528;0;208;2;14457
1430,656;0;208;2;14457
1430,784;0;209;2;14457
1430,912;0;209;2;14462
1431,040;0;209;2;14462
1431,168;0;209;2;14462
1431,296;0;209;2;14462
1431,424;0;209;2;14467
1431,552;0;209;2;14467
1431,680;0;209;2;14467
1431,808;0;210;2;14467
1431,936;0;210;2;14472
1432,064;0;210;2;14472
1432,192;0;210;2;14472
1432,320;0;210;2;14472
1432,448;0;210;2;14477
1432,576;0;210;2;14477
1432,704;0;210;2;14477
1432,832;0;211;2;14477
1432,960;0;211;2;14482
1433,088;0;211;2;14482
1433,216;0;211;2;14482
1433,344;0;211;2;14482
1433,472;0;211;2;14487
1433,600;0;211;2;14487
1433,728;0;211;2;14487
1433,856;0;212;2;14487
1433,984;0;212;2;14492
1434,112;0;212;2;14492
1434,240;0;212;2;14492
1434,368;0;212;2;14492
1434,496;0;212;2;14497
1434,624;0;212;2;14497
1434,752;0;212;2;14497
1434,880;0;213;2;14497
1435,008;0;213;2;14502
1435,136;0;213;2;14502
1435,264;0;213;2;14502
1435,392;0;213;2;14502
1435,520;0;213;2;14507
1435,648;0;213;2;14507
1435,776;0;213;2;14507
1435,904;0;214;2;14507
1436,032;0;214;2;14512
1436,160;0;214;2;14512
1436,288;0;214;2;14512
1436,416;0;214;2;14512
1436,544;0;214;2;14517
1436,672;0;214;2;14517
1436,800;0;214;2;14517
1436,928;0;215;2;14517
1437,056;0;215;2;14522
1437,184;0;215;2;14522
1437,312;0;215;2;14522
1437,440;0;215;2;14522
1437,568;0;215;2;14527
1437,696;0;215;2;14527
1437,824;0;215;2;14527
1437,952;0;216;2;14527
1438,080;0;216;2;14532
1438,208;0;216;2;14532
1438,336;0;216;2;14532
1438,464;0;216;2;14532
1438,592;0;216;2;14532
1438,720;0;216;2;14537
1438,848;0;216;2;14537
1438,976;0;217;2;14537
1439,104;0;217;2;14542
1439,232;0;217;2;14542
1439,360;0;217;2;14542
1439,488;0;217;2;14542
1439,616;0;217;2;14547
1439,744;0;217;2;14547
1439,872;0;217;2;14547
1440,000;0;218;2;14547
1440,128;0;218;2;14552
1440,256;0;218;2;14552
1440,384;0;218;2;14552
1440,512;0;218;2;14552
1440,640;0;218;2;14556
1440,768;0;218;2;14556
1440,896;0;218;2;14556
1441,024;0;219;2;14556
1441,152;0;219;2;14561
1441,280;0;219;2;14561
1441,408;0;219;2;14561
1441,536;80;219;2;14561
1441,664;80;219;2;14566
1441,792;80;219;2;14566
1441,920;80;219;2;14566
1442,048;80;220;2;14566
1442,176;80;220;2;14571
1442,304;80;220;2;14571
1442,432;80;220;2;14571
1442,560;80;220;2;14571
1442,688;80;220;2;14576
1442,816;80;220;2;14576
1442,944;80;220;2;14576
1443,072;80;221;2;14576
1443,200;80;221;2;14581
1443,328;80;221;2;14581
1443,456;80;221;2;14581
1443,584;80;221;2;14581
1443,712;80;221;2;14586
1443,840;80;221;2;14586
1443,968;80;221;2;14586
1444,096;80;222;2;14586
1444,224;80;222;2;14591
1444,352;80;222;2;14591
1444,480;80;222;2;14591
1444,608;80;222;2;14591
1444,736;80;222;2;14596
1444,864;80;222;2;14596
1444,992;80;222;2;14596
1445,120;80;223;2;14596
1445,248;80;223;2;14601
1445,376;80;223;2;14601
1445,504;80;223;2;14601
1445,632;80;223;2;14601
1445,760;80;223;2;14606
1445,888;80;223;2;14606
1446,016;80;223;2;14606
1446,144;80;224;2;14606
1446,272;80;224;2;14610
1446,400;80;224;2;14610
1446,528;80;224;2;14610
1446,656;0;224;2;14610
1446,784;0;224;2;14615
1446,912;0;224;2;14615
1447,040;0;224;2;14615
1447,168;0;225;2;14615
1447,296;0;225;2;14620
1447,424;0;225;2;14620
1447,552;0;225;2;14620
1447,680;0;225;2;14620
1447,808;0;225;2;14625
1447,936;0;225;2;14625
1448,064;0;225;2;14625
1448,192;0;226;2;14625
1448,320;0;226;2;14630
1448,448;0;226;2;14630
1448,576;0;226;2;14630
1448,704;0;226;2;14630
1448,832;0;226;2;14635
1448,960;0;226;2;14635
1449,088;0;226;2;14635
1449,216;0;227;2;14635
1449,344;0;227;2;14640
1449,472;0;227;2;14640
1449,600;0;227;2;14640
1449,728;0;227;2;14640
1449,856;0;227;2;14645
1449,984;0;227;2;14645
1450,112;0;227;2;14645
1450,240;0;228;2;14645
1450,368;0;228;2;14650
1450,496;0;228;2;14650
1450,624;0;228;2;14650
1450,752;0;228;2;14650
1450,880;0;228;2;14650
1451,008;0;228;2;14655
1451,136;0;228;2;14655
1451,264;0;229;2;14655
1451,392;0;229;2;14660
1451,520;0;229;2;14660
1451,648;0;229;2;14660
1451,776;0;229;2;14660
1451,904;0;229;2;14665
1452,032;0;229;2;14665
1452,160;0;229;2;14665
1452,288;0;230;2;14665
1452,416;0;230;2;14665
1452,544;0;230;2;14670
1452,672;0;230;2;14670
1452,800;0;230;2;14670
1452,928;0;230;2;14670
1453,056;0;230;2;14675
1453,184;0;230;2;14675
1453,312;0;231;2;14675
1453,440;0;231;2;14680
1453,568;0;231;2;14680
1453,696;0;231;2;14680
1453,824;0;231;2;14680
1453,952;0;231;2;14685
1454,080;0;231;2;14685
1454,208;0;231;2;14685
1454,336;0;232;2;14685
1454,464;0;232;2;14690
1454,592;0;232;2;14690
1454,720;0;232;2;14690
1454,848;0;232;2;14690
1454,976;0;232;2;14695
1455,104;0;232;2;14695
1455,232;0;232;2;14695
1455,360;0;233;2;14695
1455,488;0;233;2;14700
1455,616;0;233;2;14700
1455,744;0;233;2;14700
1455,872;0;233;2;14700
1456,000;0;233;2;14705
1456,128;0;233;2;14705
1456,256;0;233;2;14705
1456,384;0;234;2;14705
1456,512;0;234;2;14710
1456,640;0;234;2;14710
1456,768;0;234;2;14710
1456,896;0;234;2;14710
1457,024;0;234;2;14715
1457,152;0;234;2;14715
1457,280;0;234;2;14715
1457,408;0;235;2;14715
1457,536;0;235;2;14715
1457,664;0;235;2;14720
1457,792;0;235;2;14720
1457,920;0;235;2;14720
1458,048;0;235;2;14720
1458,176;0;235;2;14725
1458,304;0;235;2;14725
1458,432;0;236;2;14725
1458,560;0;236;2;14730
1458,688;0;236;2;14730
1458,816;0;236;2;14730
1458,944;0;236;2;14730
1459,072;0;236;2;14735
1459,200;0;236;2;14735
1459,328;0;236;2;14735
1459,456;0;237;2;14735
1459,584;0;237;2;14735
1459,712;0;237;2;14740
1459,840;0;237;2;14740
1459,968;0;237;2;14740
1460,096;0;237;2;14740
1460,224;0;237;2;14745
1460,352;0;237;2;14745
1460,480;0;238;2;14745
1460,608;0;238;2;14750
1460,736;0;238;2;14750
1460,864;0;238;2;14750
1460,992;0;238;2;14750
1461,120;0;238;2;14755
1461,248;0;238;2;14755
1461,376;0;238;2;14755
1461,504;0;239;2;14755
1461,632;0;239;2;14760
1461,760;0;239;2;14760
1461,888;0;239;2;14760
1462,016;0;239;2;14760
1462,144;0;239;2;14765
1462,272;0;239;2;14765
1462,400;0;239;2;14765
1462,528;0;240;2;14765
1462,656;0;240;2;14765
1462,784;0;240;2;14770
1462,912;0;240;2;14770
1463,040;0;240;2;14770
1463,168;0;240;2;14775
1463,296;0;240;2;14775
1463,424;0;240;2;14775
1463,552;0;241;2;14775
1463,680;0;241;2;14775
1463,808;0;241;2;14780
1463,936;0;241;2;14780
1464,064;0;241;2;14780
1464,192;0;241;2;14785
1464,320;0;241;2;14785
1464,448;0;241;2;14785
1464,576;0;242;2;14785
1464,704;0;242;2;14790
1464,832;0;242;2;14790
1464,960;0;242;2;14790
1465,088;0;242;2;14790
1465,216;0;242;2;14794
1465,344;0;242;2;14794
1465,472;0;242;2;14794
1465,600;0;243;2;14794
1465,728;0;243;2;14794
1465,856;0;243;2;14799
1465,984;0;243;2;14799
1466,112;0;243;2;14799
1466,240;0;243;2;14804
1466,368;0;243;2;14804
1466,496;0;243;2;14804
1466,624;0;244;2;14804
1466,752;0;244;2;14809
1466,880;0;244;2;14809
1467,008;0;244;2;14809
1467,136;0;244;2;14809
1467,264;0;244;2;14814
1467,392;0;244;2;14814
1467,520;0;244;2;14814
1467,648;0;245;2;14814
1467,776;0;245;2;14819
1467,904;0;245;2;14819
1468,032;0;245;2;14819
1468,160;0;245;2;14819
1468,288;0;245;2;14824
1468,416;0;245;2;14824
1468,544;0;245;2;14824
1468,672;0;246;2;14824
1468,800;0;246;2;14829
1468,928;0;246;2;14829
1469,056;0;246;2;14829
1469,184;0;246;2;14829
1469,312;0;246;2;14834
1469,440;0;246;2;14834
1469,568;0;246;2;14834
1469,696;0;247;2;14834
1469,824;0;247;2;14839
1469,952;0;247;2;14839
1470,080;0;247;2;14839
1470,208;0;247;2;14839
1470,336;0;247;2;14844
1470,464;0;247;2;14844
1470,592;0;247;2;14844
1470,720;0;248;2;14844
1470,848;0;248;2;14849
1470,976;0;248;2;14849
1471,104;0;248;2;14849
1471,232;0;248;2;14849
1471,360;0;248;2;14853
1471,488;0;248;2;14853
1471,616;0;248;2;14853
1471,744;0;249;2;14853
1471,872;0;249;2;14858
1472,000;0;249;2;14858
1472,128;0;249;2;14858
1472,256;0;249;2;14858
1472,384;0;249;2;14863
1472,512;0;249;2;14863
1472,640;0;249;2;14863
1472,768;0;250;2;14863
1472,896;0;250;2;14868
1473,024;0;250;2;14868
1473,152;0;250;2;14868
1473,280;0;250;2;14868
1473,408;0;250;2;14873
1473,536;0;250;2;14873
1473,664;0;250;2;14873
1473,792;0;251;2;14873
1473,920;0;251;2;14878
1474,048;0;251;2;14878
1474,176;0;251;2;14878
1474,304;0;251;2;14878
1474,432;0;251;2;14883
1474,560;0;251;2;14883
1474,688;0;251;2;14883
1474,816;0;252;2;14883
1474,944;0;252;2;14888
1475,072;0;252;2;14888
1475,200;0;252;2;14888
1475,328;0;252;2;14888
1475,456;0;252;2;14893
1475,584;0;252;2;14893
1475,712;0;252;2;14893
1475,840;0;253;2;14893
1475,968;0;253;2;14898
1476,096;0;253;2;14898
1476,224;0;253;2;14898
1476,352;0;253;2;14898
1476,480;0;253;2;14903
1476,608;0;253;2;14903
1476,736;0;253;2;14903
1476,864;0;254;2;14903
1476,992;0;254;2;14908
1477,120;0;254;2;14908
1477,248;0;254;2;14908
1477,376;0;254;2;14908
1477,504;0;254;2;14908
1477,632;0;254;2;14913
1477,760;0;254;2;14913
1477,888;0;255;2;14913
1478,016;0;255;2;14918
1478,144;0;255;2;14918
1478,272;0;255;2;14918
1478,400;0;255;2;14918
1478,528;0;255;2;14923
1478,656;0;255;2;14923
1478,784;0;255;2;14923
1478,912;0;0;2;14923
1479,040;0;0;2;14928
1479,168;0;0;2;14928
1479,296;0;0;2;14928
1479,424;0;0;2;14928
1479,552;0;0;2;14933
1479,680;0;0;2;14933
1479,808;0;0;2;14933
1479,936;0;1;2;14933
1480,064;0;1;2;14938
1480,192;0;1;2;14938
1480,320;0;1;2;14938
1480,448;0;1;2;14938
1480,576;0;1;2;14943
1480,704;0;1;2;14943
1480,832;0;1;2;14943
1480,960;0;2;2;14943
1481,088;0;2;2;14948
1481,216;0;2;2;14948
1481,344;0;2;2;14948
1481,472;0;2;2;14948
1481,600;0;2;2;14953
1481,728;0;2;2;14953
1481,856;0;2;2;14953
1481,984;0;3;2;14953
1482,112;0;3;2;14958
1482,240;0;3;2;14958
1482,368;0;3;2;14958
1482,496;0;3;2;14958
1482,624;0;3;2;14963
1482,752;0;3;2;14963
1482,880;0;3;2;14963
1483,008;0;4;2;14963
1483,136;0;4;2;14968
1483,264;0;4;2;14968
1483,392;0;4;2;14968
1483,520;0;4;2;14968
1483,648;0;4;2;14973
1483,776;0;4;2;14973
1483,904;0;4;2;14973
1484,032;0;5;2;14973
1484,160;0;5;2;14978
1484,288;0;5;2;14978
1484,416;0;5;2;14978
1484,544;0;5;2;14978
1484,672;0;5;2;14983
1484,800;0;5;2;14983
1484,928;0;5;2;14983
1485,056;0;6;2;14983
1485,184;0;6;2;14988
1485,312;0;6;2;14988
1485,440;0;6;2;14988
1485,568;0;6;2;14988
1485,696;0;6;2;14993
1485,824;0;6;2;14993
1485,952;0;6;2;14993
1486,080;0;7;2;14993
1486,208;0;7;2;14998
1486,336;0;7;2;14998
1486,464;0;7;2;14998
1486,592;0;7;2;14998
1486,720;0;7;2;15003
1486,848;0;7;2;15003
1486,976;0;7;2;15003
1487,104;0;8;2;15003
1487,232;0;8;2;15008
1487,360;0;8;2;15008
1487,488;0;8;2;15008
1487,616;0;8;2;15008
1487,744;0;8;2;15013
1487,872;0;8;2;15013
1488,000;0;8;2;15013
1488,128;0;9;2;15013
1488,256;0;9;2;15013
1488,384;0;9;2;15018
1488,512;0;9;2;15018
1488,640;0;9;2;15018
1488,768;0;9;2;15023
1488,896;0;9;2;15023
1489,024;0;9;2;15023
1489,152;0;10;2;15023
1489,280;0;10;2;15028
1489,408;0;10;2;15028
1489,536;0;10;2;15028
1489,664;0;10;2;15028
1489,792;0;10;2;15028
1489,920;0;10;2;15033
1490,048;0;10;2;15033
1490,176;0;11;2;15033
1490,304;0;11;2;15033
1490,432;0;11;2;15038
1490,560;0;11;2;15038
1490,688;0;11;2;15038
1490,816;0;11;2;15042
1490,944;0;11;2;15042
1491,072;0;11;2;15042
1491,200;0;12;2;15042
1491,328;0;12;2;15047
1491,456;0;12;2;15047
1491,584;0;12;2;15047
1491,712;0;12;2;15047
1491,840;0;12;2;15052
1491,968;0;12;2;15052
1492,096;0;12;2;15052
1492,224;0;13;2;15052
1492,352;0;13;2;15057
1492,480;0;13;2;15057
1492,608;0;13;2;15057
1492,736;0;13;2;15057
1492,864;0;13;2;15062
1492,992;0;13;2;15062
1493,120;0;13;2;15062
1493,248;0;14;2;15062
1493,376;0;14;2;15062
1493,504;0;14;2;15067
1493,632;0;14;2;15067
1493,760;0;14;2;15067
1493,888;0;14;2;15072
1494,016;0;14;2;15072
1494,144;0;14;2;15072
1494,272;0;15;2;15072
1494,400;0;15;2;15077
1494,528;0;15;2;15077
1494,656;0;15;2;15077
1494,784;80;15;2;15077
1494,912;80;15;2;15082
1495,040;80;15;2;15082
1495,168;80;15;2;15082
1495,296;80;16;2;15082
1495,424;80;16;2;15087
1495,552;80;16;2;15087
1495,680;80;16;2;15087
1495,808;80;16;2;15087
1495,936;80;16;2;15092
1496,064;80;16;2;15092
1496,192;80;16;2;15092
1496,320;80;17;2;15092
1496,448;80;17;2;15097
1496,576;80;17;2;15097
1496,704;80;17;2;15097
1496,832;80;17;2;15097
1496,960;80;17;2;15102
1497,088;80;17;2;15102
1497,216;80;17;2;15102
1497,344;80;18;2;15102
1497,472;80;18;2;15106
1497,600;80;18;2;15106
1497,728;80;18;2;15106
1497,856;80;18;2;15106
1497,984;80;18;2;15111
1498,112;80;18;2;15111
1498,240;80;18;2;15111
1498,368;80;19;2;15111
1498,496;80;19;2;15116
1498,624;80;19;2;15116
1498,752;80;19;2;15116
1498,880;80;19;2;15116
1499,008;80;19;2;15116
1499,136;80;19;2;15121
1499,264;80;19;2;15121
1499,392;80;20;2;15121
1499,520;80;20;2;15126
1499,648;80;20;2;15126
1499,776;80;20;2;15126
1499,904;0;20;2;15126
1500,032;0;20;2;15131
1500,160;0;20;2;15131
1500,288;0;20;2;15131
1500,416;0;21;2;15131
1500,544;0;21;2;15136
1500,672;0;21;2;15136
1500,800;0;21;2;15136
1500,928;0;21;2;15136
1501,056;0;21;2;15136
1501,184;0;21;2;15141
1501,312;0;21;2;15141
1501,440;0;22;2;15141
1501,568;0;22;2;15146
1501,696;0;22;2;15146
1501,824;0;22;2;15146
1501,952;0;22;2;15146
1502,080;0;22;2;15151
1502,208;0;22;2;15151
1502,336;0;22;2;15151
1502,464;0;23;2;15151
1502,592;0;23;2;15156
1502,720;0;23;2;15156
1502,848;0;23;2;15156
1502,976;80;23;2;15156
1503,104;80;23;2;15161
1503,232;80;23;2;15161
1503,360;80;23;2;15161
1503,488;80;24;2;15161
1503,616;80;24;2;15166
1503,744;80;24;2;15166
1503,872;80;24;2;15166
1504,000;80;24;2;15166
1504,128;80;24;2;15171
1504,256;80;24;2;15171
1504,384;80;24;2;15171
1504,512;80;25;2;15171
1504,640;80;25;2;15176
1504,768;80;25;2;15176
1504,896;80;25;2;15176
1505,024;80;25;2;15176
1505,152;80;25;2;15181
1505,280;80;25;2;15181
1505,408;80;25;2;15181
1505,536;80;26;2;15181
1505,664;80;26;2;15186
1505,792;80;26;2;15186
1505,920;80;26;2;15186
1506,048;80;26;2;15186
1506,176;80;26;2;15186
1506,304;80;26;2;15191
1506,432;80;26;2;15191
1506,560;80;27;2;15191
1506,688;80;27;2;15196
1506,816;80;27;2;15196
1506,944;80;27;2;15196
1507,072;80;27;2;15196
1507,200;80;27;2;15201
1507,328;80;27;2;15201
1507,456;80;27;2;15201
1507,584;80;28;2;15201
1507,712;80;28;2;15206
1507,840;80;28;2;15206
1507,968;80;28;2;15206
1508,096;0;28;2;15206
1508,224;0;28;2;15211
1508,352;0;28;2;15211
1508,480;0;28;2;15211
1508,608;0;29;2;15211
1508,736;0;29;2;15216
1508,864;0;29;2;15216
1508,992;0;29;2;15216
1509,120;0;29;2;15216
1509,248;0;29;2;15221
1509,376;0;29;2;15221
1509,504;0;29;2;15221
1509,632;0;30;2;15221
1509,760;0;30;2;15221
1509,888;0;30;2;15226
1510,016;0;30;2;15226
1510,144;0;30;2;15226
1510,272;0;30;2;15231
1510,400;0;30;2;15231
1510,528;0;30;2;15231
1510,656;0;31;2;15231
1510,784;0;31;2;15236
1510,912;0;31;2;15236
1511,040;0;31;2;15236
1511,168;0;31;2;15236
1511,296;0;31;2;15241
1511,424;0;31;2;15241
1511,552;0;31;2;15241
1511,680;0;32;2;15241
1511,808;0;32;2;15246
1511,936;0;32;2;15246
1512,064;0;32;2;15246
1512,192;0;32;2;15246
1512,320;0;32;2;15251
1512,448;0;32;2;15251
1512,576;0;32;2;15251
1512,704;0;33;2;15251
1512,832;0;33;2;15256
1512,960;0;33;2;15256
1513,088;0;33;2;15256
1513,216;0;33;2;15256
1513,344;0;33;2;15261
1513,472;0;33;2;15261
1513,600;0;33;2;15261
1513,728;0;34;2;15261
1513,856;0;34;2;15266
1513,984;0;34;2;15266
1514,112;0;34;2;15266
1514,240;0;34;2;15266
1514,368;0;34;2;15271
1514,496;0;34;2;15271
1514,624;0;34;2;15271
1514,752;0;35;2;15271
1514,880;0;35;2;15275
1515,008;0;35;2;15275
1515,136;0;35;2;15275
1515,264;0;35;2;15275
1515,392;0;35;2;15280
1515,520;0;35;2;15280
1515,648;0;35;2;15280
1515,776;0;36;2;15280
1515,904;0;36;2;15285
1516,032;0;36;2;15285
1516,160;0;36;2;15285
1516,288;0;36;2;15285
1516,416;0;36;2;15290
1516,544;0;36;2;15290
1516,672;0;36;2;15290
1516,800;0;37;2;15290
1516,928;0;37;2;15295
1517,056;0;37;2;15295
1517,184;0;37;2;15295
1517,312;0;37;2;15295
1517,440;0;37;2;15300
1517,568;0;37;2;15300
1517,696;0;37;2;15300
1517,824;0;38;2;15300
1517,952;0;38;2;15305
1518,080;0;38;2;15305
1518,208;0;38;2;15305
1518,336;0;38;2;15305
1518,464;0;38;2;15310
1518,592;0;38;2;15310
1518,720;0;38;2;15310
1518,848;0;39;2;15310
1518,976;0;39;2;15315
1519,104;0;39;2;15315
1519,232;0;39;2;15315
1519,360;0;39;2;15315
1519,488;0;39;2;15320
1519,616;0;39;2;15320
1519,744;0;39;2;15320
1519,872;0;40;2;15320
1520,000;0;40;2;15320
1520,128;0;40;2;15325
1520,256;0;40;2;15325
1520,384;0;40;2;15325
1520,512;0;40;2;15330
1520,640;0;40;2;15330
1520,768;0;40;2;15330
1520,896;0;41;2;15330
1521,024;0;41;2;15335
1521,152;0;41;2;15335
1521,280;0;41;2;15335
1521,408;0;41;2;15335
1521,536;0;41;2;15340
1521,664;0;41;2;15340
1521,792;0;41;2;15340
1521,920;0;42;2;15340
1522,048;0;42;2;15345
1522,176;0;42;2;15345
1522,304;0;42;2;15345
1522,432;0;42;2;15345
1522,560;0;42;2;15350
1522,688;0;42;2;15350
1522,816;0;42;2;15350
1522,944;0;43;2;15350
1523,072;0;43;2;15355
1523,200;0;43;2;15355
1523,328;0;43;2;15355
1523,456;0;43;2;15355
1523,584;0;43;2;15360
1523,712;0;43;2;15360
1523,840;0;43;2;15360
1523,968;0;44;2;15360
1524,096;0;44;2;15365
1524,224;0;44;2;15365
1524,352;0;44;2;15365
1524,480;0;44;2;15365
1524,608;0;44;2;15370
1524,736;0;44;2;15370
1524,864;0;44;2;15370
1524,992;0;45;2;15370
1525,120;0;45;2;15375
1525,248;0;45;2;15375
1525,376;0;45;2;15375
1525,504;0;45;2;15375
1525,632;0;45;2;15375
1525,760;0;45;2;15380
1525,888;0;45;2;15380
1526,016;0;46;2;15380
1526,144;0;46;2;15385
1526,272;0;46;2;15385
1526,400;0;46;2;15385
1526,528;0;46;2;15385
1526,656;0;46;2;15390
1526,784;0;46;2;15390
1526,912;0;46;2;15390
1527,040;0;47;2;15390
1527,168;0;47;2;15395
1527,296;0;47;2;15395
1527,424;0;47;2;15395
1527,552;0;47;2;15395
1527,680;0;47;2;15400
1527,808;0;47;2;15400
1527,936;0;47;2;15400
1528,064;0;48;2;15400
1528,192;0;48;2;15405
1528,320;0;48;2;15405
1528,448;0;48;2;15405
1528,576;0;48;2;15405
1528,704;0;48;2;15405
1528,832;0;48;2;15410
1528,960;0;48;2;15410
1529,088;0;49;2;15410
1529,216;0;49;2;15415
1529,344;0;49;2;15415
1529,472;0;49;2;15415
1529,600;0;49;2;15415
1529,728;0;49;2;15420
1529,856;0;49;2;15420
1529,984;0;49;2;15420
1530,112;0;50;2;15420
1530,240;0;50;2;15425
1530,368;0;50;2;15425
1530,496;0;50;2;15425
1530,624;0;50;2;15425
1530,752;0;50;2;15430
1530,880;0;50;2;15430
1531,008;0;50;2;15430
1531,136;0;51;2;15430
1531,264;0;51;2;15435
1531,392;0;51;2;15435
1531,520;0;51;2;15435
1531,648;0;51;2;15435
1531,776;0;51;2;15440
1531,904;0;51;2;15440
1532,032;0;51;2;15440
1532,160;0;52;2;15440
1532,288;0;52;2;15444
1532,416;0;52;2;15444
1532,544;0;52;2;15444
1532,672;0;52;2;15444
1532,800;0;52;2;15449
1532,928;0;52;2;15449
1533,056;0;52;2;15449
1533,184;0;53;2;15449
1533,312;0;53;2;15454
1533,440;0;53;2;15454
1533,568;0;53;2;15454
1533,696;0;53;2;15454
1533,824;0;53;2;15459
1533,952;0;53;2;15459
1534,080;0;53;2;15459
1534,208;0;54;2;15459
1534,336;0;54;2;15459
1534,464;0;54;2;15464
1534,592;0;54;2;15464
1534,720;0;54;2;15464
1534,848;0;54;2;15469
1534,976;0;54;2;15469
1535,104;0;54;2;15469
1535,232;0;55;2;15469
1535,360;0;55;2;15474
1535,488;0;55;2;15474
1535,616;0;55;2;15474
1535,744;0;55;2;15474
1535,872;0;55;2;15479
1536,000;0;55;2;15479
1536,128;0;55;2;15479
1536,256;0;56;2;15479
1536,384;0;56;2;15484
1536,512;0;56;2;15484
1536,640;0;56;2;15484
1536,768;0;56;2;15484
1536,896;0;56;2;15484
1537,024;0;56;2;15489
1537,152;0;56;2;15489
1537,280;0;57;2;15489
1537,408;0;57;2;15494
1537,536;0;57;2;15494
1537,664;0;57;2;15494
1537,792;0;57;2;15494
1537,920;0;57;2;15499
1538,048;0;57;2;15499
1538,176;0;57;2;15499
1538,304;0;58;2;15499
1538,432;0;58;2;15499
1538,560;0;58;2;15504
1538,688;0;58;2;15504
1538,816;0;58;2;15504
1538,944;0;58;2;15509
1539,072;0;58;2;15509
1539,200;0;58;2;15509
1539,328;0;59;2;15509
1539,456;0;59;2;15514
1539,584;0;59;2;15514
1539,712;0;59;2;15514
1539,840;0;59;2;15514
1539,968;0;59;2;15514
1540,096;0;59;2;15519
1540,224;0;59;2;15519
1540,352;0;60;2;15519
1540,480;0;60;2;15524
1540,608;0;60;2;15524
1540,736;0;60;2;15524
1540,864;0;60;2;15524
1540,992;0;60;2;15529
1541,120;0;60;2;15529
1541,248;0;60;2;15529
1541,376;0;61;2;15529
1541,504;0;61;2;15534
1541,632;0;61;2;15534
1541,760;0;61;2;15534
1541,888;0;61;2;15534
1542,016;0;61;2;15539
1542,144;0;61;2;15539
1542,272;0;61;2;15539
1542,400;0;62;2;15539
1542,528;0;62;2;15539
1542,656;0;62;2;15544
1542,784;0;62;2;15544
1542,912;80;62;2;15544
1543,040;80;62;2;15549
1543,168;80;62;2;15549
1543,296;80;62;2;15549
1543,424;80;63;2;15549
1543,552;80;63;2;15549
1543,680;80;63;2;15554
1543,808;80;63;2;15554
1543,936;80;63;2;15554
1544,064;80;63;2;15559
1544,192;80;63;2;15559
1544,320;80;63;2;15559
1544,448;80;64;2;15559
1544,576;80;64;2;15564
1544,704;80;64;2;15564
1544,832;80;64;2;15564
1544,960;80;64;2;15564
1545,088;80;64;2;15568
1545,216;80;64;2;15568
1545,344;80;64;2;15568
1545,472;80;65;2;15568
1545,600;80;65;2;15574
1545,728;80;65;2;15574
1545,856;80;65;2;15574
1545,984;80;65;2;15574
